id,grupo,classe,ordem,familia,subfamilia,tribo,genero,binomio,binomio_autor,nome_comum,dieta,locomocao,distribuicao_estado,distribuicao,endemismo,iucn_2025,iucn_rationale,cites_2025,salve_2023,mma_2022,copam_2010,iema_2022,semil_2018,sedest_2024,consema_ma_2025,sema_ba_2017,consema_sc_2011,gov_rs_2014,sema_ce_2022,foto_inat,link_inat
420,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys elieceri,"Neacomys elieceri Semedo, da Silva, Carmignotto & Rossi, 2021",rato-espinhoso,Fr/Gr,Te,Pará,Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1431218
421,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys guianae,"Neacomys guianae Thomas, 1905",rato-espinhoso,Fr/Gr,Te,Amazonas,Amazônia,Pantanal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/44777
422,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys jau,"Neacomys jau Semedo, da Silva, Carmignotto & Rossi, 2021",rato-espinhoso,Fr/Gr,Te,Amazonas,Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1431217
423,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys marajoara,"Neacomys marajoara Semedo et al., 2020",rato-espinhoso,Fr/Gr,Te,Pará,Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1431214
424,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys minutus,"Neacomys minutus Patton, da Silva & Malcolm, 2000",rato-espinhoso,Fr/Gr,Te,Amazonas,Amazônia,Amazônia,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, população presumidamente estável, ocorrência em pelo menos duas áreas protegidas, provável tolerância a algum grau de modificação do habitat e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/74734
425,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys musseri,"Neacomys musseri Patton, da Silva & Malcolm, 2000",rato-espinhoso,Fr/Gr,Te,Acre,Amazônia,-,LC,Esta espécie está listada como Preocupação Menor devido à sua população presumidamente grande e estável.,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/74735
426,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys oliveirai,"Neacomys oliveirai Caccavo & Weksler, 2021",rato-espinhoso,Fr/Gr,Te,Pará,Amazônia,"Brasil, Cerrado",-,-,-,NT,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1431213
427,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys paracou,"Neacomys paracou Voss, Lunde & Simmons, 2001",rato-espinhoso,Fr/Gr,Te,"Amapá, Amazonas, Pará",Amazônia,-,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, população presumidamente estável e porque é improvável que esteja em declínio próximo do ritmo necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/74736
428,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys vossi,"Neacomys vossi Semedo et al., 2020",rato-espinhoso,Fr/Gr,Te,Pará,Amazônia,"Brasil, Cerrado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1431211
429,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys xingu,"Neacomys xingu Semedo et al., 2020",rato-espinhoso,Fr/Gr,Te,Pará,Amazônia,"Brasil, Caatinga/Cerrado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1431210
430,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Nectomys,Nectomys apicalis,"Nectomys apicalis Peters, 1861",rato-d’água,Fr/On,SA,"Acre, Amazonas",Amazônia,Brasil,LC,"Esta espécie está listada como de Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorre em várias áreas protegidas e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/118337989/medium.jpeg,https://www.inaturalist.org/taxa/74746
431,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Nectomys,Nectomys rattus,"Nectomys rattus (Pelzeln, 1883)",rato-d’água,Fr/On,SA,"Acre, Amapá, Amazonas, Bahia, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Pará, Paraíba, Pernambuco, Piauí, Rondônia, Roraima, Tocantins","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal",-,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/462572813/medium.jpeg,https://www.inaturalist.org/taxa/74748
432,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Nectomys,Nectomys squamipes,"Nectomys squamipes (Brants, 1827)",rato-d’água,Fr/On,SA,"Alagoas, Bahia, Espírito Santo, Mato Grosso do Sul, Minas Gerais, Pernambuco, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo, Sergipe",Mata Atlântica,Amazônia,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,LC,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/297279866/medium.jpeg,https://www.inaturalist.org/taxa/44771
433,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys auyantepui,"Oecomys auyantepui Tate, 1939",rato-da-árvore,Fr/Se,Ar,"Amapá, Amazonas, Roraima",Amazônia,Mata Atlântica,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, pode ocorrer em várias áreas protegidas e porque é improvável que esteja em declínio próximo ao ritmo necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/74806
434,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys bicolor,"Oecomys bicolor (Tomes, 1860)",rato-da-árvore,Fr/Se,Ar,"Acre, Amapá, Amazonas, Distrito Federal, Mato Grosso, Mato Grosso do Sul, Pará, Rondônia, Roraima","Amazônia, Cerrado",Amazônia,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas e porque não parece estar ameaçada e dificilmente está diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/45842748/medium.jpg,https://www.inaturalist.org/taxa/44782
435,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys catherinae,"Oecomys catherinae Thomas, 1909",rato-da-árvore,Fr/Se,Ar,"Alagoas, Bahia, Distrito Federal, Espírito Santo, Goiás, Mato Grosso do Sul, Minas Gerais, Paraíba, Paraná, Rio de Janeiro, Santa Catarina, São Paulo, Tocantins","Cerrado, Mata Atlântica","Brasil, Cerrado",LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/90789940/medium.jpeg,https://www.inaturalist.org/taxa/74807
436,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys cleberi,"Oecomys cleberi Locks, 1981",rato-da-árvore,Fr/Se,Ar,"Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais",Cerrado,Cerrado,DD,"Esta espécie precisa de revisão taxonômica e, portanto, está listada como Dados Insuficientes até que mais pesquisas sejam realizadas. Até que a taxonomia seja avaliada, essa espécie pode estar altamente ameaçada ou de Menor Preocupação, portanto, uma avaliação das ameaças não pode ser concluída até que mais informações estejam disponíveis sobre a distribuição e ecologia dessa espécie.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/44783
437,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys concolor,"Oecomys concolor (Wagner, 1845)",rato-da-árvore,Fr/Se,Ar,"Amazonas, Roraima",Amazônia,Cerrado,LC,"Listado como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, ausência de ameaças maiores e porque é improvável que esteja diminuindo quase na taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/44784
438,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys franciscorum,"Oecomys franciscorum Pardiñas et al., 2016",rato-da-árvore,Fr/Se,Ar,Mato Grosso do Sul,Pantanal,"Brasil, Mata Atlântica",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1035893
439,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys jamari,Oecomys jamari Saldanha et al. 2023,rato-da-árvore,Fr/Se,Ar,"Pará, Rondônia",Amazônia,Brasil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1595087
440,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys mamorae,"Oecomys mamorae (Thomas, 1906)",rato-da-árvore,Fr/Se,Ar,"Mato Grosso, Mato Grosso do Sul",Pantanal,Amazônia,LC,"Listado como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja declinando rápido o suficiente para ser incluído em uma categoria mais ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/44790
441,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys matogrossensis,"Oecomys matogrossensis Saldanha & Rossi, 2021",rato-da-árvore,Fr/Se,Ar,"Mato Grosso, Pará, Rondônia","Amazônia, Cerrado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1431208
442,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys paricola,"Oecomys paricola (Thomas, 1904)",rato-da-árvore,Fr/Se,Ar,"Amazonas, Maranhão, Mato Grosso, Mato Grosso do Sul, Pará, Piauí, Tocantins",Amazônia,Brasil,DD,"Esta espécie está listada como Dados Insuficientes devido à ausência de informações recentes sobre sua distribuição, status populacional e requisitos ecológicos. Acredita-se que ocorra em áreas protegidas, mas isso precisa de confirmação – e o grau em que as ameaças potenciais afetam a espécie é desconhecido.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/44786
443,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys rex,"Oecomys rex Thomas, 1910",rato-da-árvore,Fr/Se,Ar,"Amapá, Amazonas",Amazônia,-,LC,"Esta espécie é listada como Preocupação Menor devido à sua ampla distribuição, população presumidamente estável, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja em declínio próximo do necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/470787266/medium.jpg,https://www.inaturalist.org/taxa/44785
444,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys roberti,"Oecomys roberti (Thomas, 1904)",rato-da-árvore,Fr/Se,Ar,"Acre, Amazonas, Mato Grosso, Pará, Rondônia, Roraima, Tocantins","Amazônia, Pantanal",Brasil,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/44779
445,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys rutilus,"Oecomys rutilus Anthony, 1921",rato-da-árvore,Fr/Se,Ar,"Amapá, Amazonas, Roraima",Amazônia,Pampa,LC,"Esta espécie é listada como Preocupação Menor devido à sua ampla distribuição, população presumidamente estável, ocorrência em várias áreas protegidas e porque é improvável que esteja diminuindo quase na taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/470787177/medium.jpg,https://www.inaturalist.org/taxa/44787
446,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys superans,"Oecomys superans Thomas, 1911",rato-da-árvore,Fr/Se,Ar,"Acre, Amazonas",Amazônia,Amazônia,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/44788
447,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys tapajinus,Oecomys tapajinus Thomas 1909,rato-da-árvore,Fr/Se,Ar,"Amapá, Pará, Tocantins","Amazônia, Cerrado",Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não encontrado,
448,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oecomys,Oecomys trinitatis,"Oecomys trinitatis (Allen & Chapman, 1893)",rato-da-árvore,Fr/Se,Ar,"Acre, Amapá, Amazonas, Goiás, Mato Grosso, Mato Grosso do Sul, Pará, Rondônia, Roraima","Amazônia, Cerrado","Brasil, Mata Atlântica",LC,"Listado como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, ausência de ameaças significativas e porque é improvável que esteja em declínio.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/18654679/medium.jpeg,https://www.inaturalist.org/taxa/44789
449,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oligoryzomys,Oligoryzomys chacoensis,"Oligoryzomys chacoensis Myers & Carleton, 1981",rato-do-mato,Fr/Gr,Sc,"Mato Grosso, Mato Grosso do Sul",Pantanal,"Brasil, Mata Atlântica",LC,"Esta espécie é listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,DD,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/179883083/medium.jpg,https://www.inaturalist.org/taxa/44828
450,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oligoryzomys,Oligoryzomys flavescens,"Oligoryzomys flavescens (Waterhouse, 1837)",rato-do-mato,Fr/Gr,Sc,"Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo",Mata Atlântica,"Brasil, Caatinga",LC,"Esta espécie está listada como de Menor Preocupação devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,LC,-,-,-,-,-,https://static.inaturalist.org/photos/55713822/medium.jpg,https://www.inaturalist.org/taxa/44827
451,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oligoryzomys,Oligoryzomys mattogrossae,"Oligoryzomys mattogrossae (Allen, 1916)",rato-do-mato,Fr/Gr,Sc,"Alagoas, Bahia, Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, Paraíba, Pernambuco","Caatinga, Cerrado","Brasil, Caatinga",-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/545128881/medium.jpg,https://www.inaturalist.org/taxa/1638687
452,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oligoryzomys,Oligoryzomys messorius,"Oligoryzomys messorius (Thomas, 1901)",rato-do-mato,Fr/Gr,Sc,"Amapá, Roraima",Amazônia,"Brasil, Caatinga/Cerrado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1378191
453,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oligoryzomys,Oligoryzomys microtis,"Oligoryzomys microtis (Allen, 1916)",rato-do-mato,Fr/Gr,Sc,"Acre, Amazonas, Pará, Rondônia",Amazônia,"Brasil, Caatinga",LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/360415878/medium.jpeg,https://www.inaturalist.org/taxa/44832
454,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Oligoryzomys,Oligoryzomys moojeni,"Oligoryzomys moojeni Weksler & Bonvicino, 2005",rato-do-mato,Fr/Gr,Sc,"Goiás, Tocantins",Cerrado,"Brasil, Caatinga",DD,"Esta espécie está listada como Dados Insuficientes, pois só recentemente foi descoberta, e ainda há pouquíssimas informações sobre sua distribuição, status e requisitos ecológicos. Sua ocorrência em uma área com inúmeras ameaças potenciais sugere que precisamos de mais informações sobre a ecologia e distribuição da espécie para avaliá-la contra ameaças. Mais pesquisas são necessárias.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/437113194/medium.jpeg,https://www.inaturalist.org/taxa/74810
